Nº	ROTA	CLIENTE	FORNECEDOR	OPERAÇÃO	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDÁGIO	STATUS		DATA INICIAL	HORA INICIAL	REF.	ROTA	VIATURA	VEICULO ESCOLTADO	DATA FINAL	HORA FINAL		INICIAL	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	TOTAL		ACIONAMENTO	PEDAGIO	REVISÃO	VALOR TOTAL		Nº	ROTA	CLIENTE	FORNECEDOR	EQUIPE	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDAGIO	SITUAÇÃO												  	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	 TOTAL 		ESCOLTA	 PEDÁGIO 	TOTAL
4347	CAMPO GRANDE X CAMPO GRANDE	IBL	GENIAL	CARACTERIZADA	 R$995,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		02/04/2026	13:00:00		CAMPO GRANDE X CAMPO GRANDE	QAP4G66	SLW2A11	02/04/2026	18:02:00		312.045	312.057	12		13:00:00	18:02:00	05:02:00		0	 R$7,30 	 R$-   		02:02:00	 R$181,33 	 R$368,70 		 R$995,00 	 R$ -   	 R$ 1.363,70 	 R$ 1.363,70 		4347	CAMPO GRANDE X CAMPO GRANDE	IBL	GENIAL	CARACTERIZADA	 R$ 600,00 	3:00:00	100	 R$100,00 	 R$6,00 	À PARTE	CONCLUIDO		02/04/2026	13:00:00		MS	CAMPO GRANDE X CAMPO GRANDE	QAP4G66	SLW2A11	02/04/2026	18:02:00		312.045	312.057	12		13:00:00	18:02:00	05:02:00		0	 R$6,00 	 R$-   		02:02:00	 R$100,00 	 R$203,33 		 R$600,00 	 R$ -   	 R$803,33 
4348	AEROPORTO PE X JABOATÃO	IBL	CENTURIÃO	CARACTERIZADA	 R$1.057,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		02/04/2026	14:00:00		AEROPORTO PE X JABOATÃO	OPP-0C44	SII8D80	02/04/2026	15:39:00		76.565	76.579	14		14:00:00	15:39:00	01:39:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.057,00 	 R$ -   	 R$ 1.057,00 	 R$ 1.057,00 		4348	AEROPORTO PE X JABOATÃO	IBL	CENTURIÃO	CARACTERIZADA	 R$ 450,00 	3:00:00	100	 R$100,00 	 R$4,50 	À PARTE	CONCLUIDO		02/04/2026	14:00:00		PE	AEROPORTO PE X JABOATÃO	OPP-0C44	SII8D80	02/04/2026	15:39:00		76.565	76.579	14		14:00:00	15:39:00	01:39:00		0	 R$4,50 	 R$-   		00:00:00	 R$100,00 	 R$-   		 R$450,00 	 R$ -   	 R$-   
4349	AEROPORTO VIRACOPOS X SANTA BARBARA D'OESTE	SANKYU	PADLOCK	CARACTERIZADA	 R$650,00 	03:00:00	100	 R$159,00 	 R$6,50 	À PARTE	CONCLUIDO		02/04/2026	14:29:00		AEROPORTO VIRACOPOS X SANTA BARBARA D'OESTE	EZR6A32	FVE-0J80	02/04/2026	15:37:00		360.847	360.904	57		14:29:00	15:37:00	01:08:00		0	 R$6,50 	 R$-   		00:00:00	 R$159,00 	 R$-   		 R$650,00 	 R$ 39,40 	 R$ 689,40 	 R$ 689,40 		4349	AEROPORTO VIRACOPOS X SANTA BARBARA D'OESTE	SANKYU	PADLOCK	CARACTERIZADA	 R$ 460,00 	3:00:00	100	 R$110,00 	 R$4,60 	À PARTE	CONCLUIDO		02/04/2026	14:29:00		SP	AEROPORTO VIRACOPOS X SANTA BARBARA D'OESTE	EZR6A32	FVE-0J80	02/04/2026	15:37:00		360.847	360.904	57		14:29:00	15:37:00	01:08:00		0	 R$4,60 	 R$-   		00:00:00	 R$110,00 	 R$-   		 R$460,00 	 R$ 39,40 	 R$499,40 
4350	ITAJAI-SC X  JOINVILLE  (1 ARMADO)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$702,00 	03:00:00	50	 R$160,92 	 R$3,24 	À PARTE	CONCLUIDO		02/04/2026	14:20:00		ITAJAI-SC X  JOINVILLE  (1 ARMADO)	OKG4C77	QNY-0666	02/04/2026	17:51:00		175.082	175.391	309		14:20:00	17:51:00	03:31:00		259	 R$3,24 	 R$839,16 		00:31:00	 R$160,92 	 R$83,14 		 R$702,00 	 R$ 5,20 	 R$ 1.629,50 	 R$ 1.629,50 		4350	ITAJAI-SC X  JOINVILLE  (1 ARMADO)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		02/04/2026	14:20:00		SP	ITAJAI-SC X  JOINVILLE  (1 ARMADO)	OKG4C77	QNY-0666	02/04/2026	17:51:00		175.082	175.391	309		14:20:00	17:51:00	03:31:00		259	 R$1,50 	 R$388,50 		00:31:00	 R$70,00 	 R$36,17 		 R$430,00 	 R$ 5,20 	 R$859,87 
4351	CUBATÃO X SANTOS	CESARI	TM SEG	PRONTA RESPOSTA	 R$699,84 	03:00:00	50	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		03/04/2026	14:40:00	 PBJ100-2026 - GERALD	CUBATÃO X SANTOS	DCU1E99	BZY5G56	03/04/2026	15:00:00		140.359	140.409	50		14:40:00	15:00:00	00:20:00		0	 R$7,00 	 R$-   		00:00:00	 R$163,30 	 R$-   		 R$699,84 	 R$ -   	 R$ 699,84 	 R$ 699,84 		4351	CUBATÃO X SANTOS	CESARI	TM SEG	PRONTA RESPOSTA	 R$ 210,00 	3:00:00	50	 R$35,00 	 R$1,20 	À PARTE	CONCLUIDO		03/04/2026	14:40:00		SP	CUBATÃO X SANTOS	DCU1E99	BZY5G56	03/04/2026	15:00:00		140.359	140.409	50		14:40:00	15:00:00	00:20:00		0	 R$1,20 	 R$-   		00:00:00	 R$35,00 	 R$-   		 R$210,00 	 R$ -   	 R$210,00 
4352	CUBATÃO X SANTOS	CESARI	TM SEG	PRONTA RESPOSTA	 R$699,84 	03:00:00	50	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		03/04/2026	14:35:00	 PBJ100-2026 - GERALD	CUBATÃO X SANTOS	DUL8F19 	TIO4D31	03/04/2026	15:10:00		77.354	77.416	62		14:35:00	15:10:00	00:35:00		12	 R$7,00 	 R$84,00 		00:00:00	 R$163,30 	 R$-   		 R$699,84 	 R$ -   	 R$ 783,84 	 R$ 783,84 		4352	CUBATÃO X SANTOS	CESARI	TM SEG	PRONTA RESPOSTA	 R$ 210,00 	3:00:00	50	 R$35,00 	 R$1,20 	À PARTE	CONCLUIDO		03/04/2026	14:35:00		SP	CUBATÃO X SANTOS	DUL8F19 	TIO4D31	03/04/2026	15:10:00		77.354	77.416	62		14:35:00	15:10:00	00:35:00		12	 R$1,20 	 R$14,40 		00:00:00	 R$35,00 	 R$-   		 R$210,00 	 R$ -   	 R$224,40 
4353	MAIOBA, PAÇO DO LUMIAR/MA (1 ARMADO)	TRACKER	ATIVA	PRONTA RESPOSTA	 R$550,00 	03:00:00	50	 R$90,00 	 R$3,00 	À PARTE	CONCLUIDO		04/04/2026	11:17:00		MAIOBA, PAÇO DO LUMIAR/MA (1 ARMADO)		PGT9708	04/04/2026	12:16:00		100.492	100.519	27		11:17:00	12:16:00	00:59:00		0	 R$3,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$550,00 	 R$ -   	 R$ 550,00 	 R$ 550,00 		4353	MAIOBA, PAÇO DO LUMIAR/MA (1 ARMADO)	TRACKER	ATIVA	PRONTA RESPOSTA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		04/04/2026	11:17:00		SP	MAIOBA, PAÇO DO LUMIAR/MA (1 ARMADO)	00:00:00	PGT9708	04/04/2026	12:16:00		100.492	100.519	27		11:17:00	12:16:00	00:59:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$430,00 
4354	SANTOS X OSASCO	CEVA	CTS	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	08:00:00		SANTOS X OSASCO	FPU6E31	FRG0F62	06/04/2026	16:48:00		99.984	100.116	132		08:00:00	16:48:00	08:48:00		32	 R$6,60 	 R$211,20 		05:48:00	 R$160,00 	 R$928,00 		 R$660,00 	 R$ 7,60 	 R$ 1.806,80 	 R$ 1.806,80 		4354	SANTOS X OSASCO	CEVA	CTS	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		06/04/2026	08:00:00		SP	SANTOS X OSASCO	FPU6E31	FRG0F62	06/04/2026	16:48:00		99.984	100.116	132		08:00:00	16:48:00	08:48:00		32	 R$4,80 	 R$153,60 		05:48:00	 R$106,70 	 R$618,86 		 R$480,15 	 R$ 7,60 	 R$1.260,21 
4355	GUARUJÁ X OSASCO	CEVA	TORRES	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	08:00:00		GUARUJÁ X OSASCO	UEB7H08	NSA9D00	06/04/2026	15:56:00		2.304	2.479	175		08:00:00	15:56:00	07:56:00		75	 R$6,60 	 R$495,00 		04:56:00	 R$160,00 	 R$789,33 		 R$660,00 	 R$ 25,90 	 R$ 1.970,23 	 R$ 1.970,23 		4355	GUARUJÁ X OSASCO	CEVA	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		06/04/2026	08:00:00		SP	GUARUJÁ X OSASCO	UEB7H08	NSA9D00	06/04/2026	15:56:00		2.304	2.479	175		08:00:00	15:56:00	07:56:00		75	 R$4,80 	 R$360,00 		04:56:00	 R$106,70 	 R$526,39 		 R$480,15 	 R$ 25,90 	 R$1.392,44 
4356	PIRAPORA DO BOM JESUS  X  SUZANO/SP	CESARI	COMANDO G8	CARACTERIZADA	 R$769,82 	03:00:00	110	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		06/04/2026	08:00:00	PBJ104-2026 - DIFIL	PIRAPORA DO BOM JESUS  X  SUZANO/SP	FHO1G91	FHO1G91	06/04/2026	15:20:00		17.967	18.066	99		08:00:00	15:20:00	07:20:00		0	 R$7,00 	 R$-   		04:20:00	 R$163,30 	 R$707,63 		 R$769,82 	 R$ 11,30 	 R$ 1.488,76 	 R$ 1.488,76 		4356	PIRAPORA DO BOM JESUS  X  SUZANO/SP	CESARI	COMANDO G8	CARACTERIZADA	 R$ 400,00 	4:00:00	110	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		06/04/2026	08:00:00		SP	PIRAPORA DO BOM JESUS  X  SUZANO/SP	FHO1G91	FHO1G91	06/04/2026	15:20:00		17.967	18.066	99		08:00:00	15:20:00	07:20:00		0	 R$4,00 	 R$-   		03:20:00	 R$90,00 	 R$300,00 		 R$400,00 	 R$ 11,30 	 R$711,30 
4357	JUNDIAI/SP X  200KM - SENTIDO SERRA /ES	CEVA	MAXFORD	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	15:10:00	LOGITECH	JUNDIAI/SP X  200KM - SENTIDO SERRA /ES	OVG-5D55	TOO9B73	06/04/2026	18:07:00		218.621	218.821	200		15:10:00	18:07:00	02:57:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4357	JUNDIAI/SP X  200KM - SENTIDO SERRA /ES	CEVA	MAXFORD	CARACTERIZADA	 R$ 500,00 	3:00:00	100	 R$100,00 	 R$5,00 	À PARTE	CONCLUIDO		06/04/2026	15:10:00	1090	SP	JUNDIAI/SP X  200KM - SENTIDO SERRA /ES	OVG-5D55	TOO9B73	06/04/2026	18:07:00		218.621	218.821	200		15:10:00	18:07:00	02:57:00		100	 R$5,00 	 R$500,00 		00:00:00	 R$100,00 	 R$-   		 R$500,00 	 R$ 38,00 	 R$1.038,00 
4358	GUARUJA X DIADEMA	CEVA	COMANDO G8	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	09:40:00		GUARUJA X DIADEMA	RFE-3F12	DPF8C39	06/04/2026	13:04:00		243.992	244.062	70		09:40:00	13:04:00	03:24:00		0	 R$6,60 	 R$-   		00:24:00	 R$160,00 	 R$64,00 		 R$660,00 	 R$ 18,30 	 R$ 742,30 	 R$ 742,30 		4358	GUARUJA X DIADEMA	CEVA	COMANDO G8	CARACTERIZADA	 R$ 400,00 	4:00:00	110	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		06/04/2026	09:40:00	1082	SP	GUARUJA X DIADEMA	RFE-3F12	DPF8C39	06/04/2026	13:04:00		243.992	244.062	70		09:40:00	13:04:00	03:24:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$400,00 	 R$ 18,30 	 R$418,30 
4359	GUARUJA X DIADEMA	CEVA	COMANDO G8	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	09:40:00		GUARUJA X DIADEMA	TXW-5H39	DPF8C39	06/04/2026	13:04:00		26.622	26.692	70		09:40:00	13:04:00	03:24:00		0	 R$6,60 	 R$-   		00:24:00	 R$160,00 	 R$64,00 		 R$660,00 	 R$ 18,30 	 R$ 742,30 	 R$ 742,30 		4359	GUARUJA X DIADEMA	CEVA	COMANDO G8	CARACTERIZADA	 R$ 400,00 	4:00:00	110	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		06/04/2026	09:40:00	1083	SP	GUARUJA X DIADEMA	TXW-5H39	DPF8C39	06/04/2026	13:04:00		26.622	26.692	70		09:40:00	13:04:00	03:24:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$400,00 	 R$ 18,30 	 R$418,30 
4360	GUARUJÁ X EXTREMA	CEVA	CTS	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	11:30:00		GUARUJÁ X EXTREMA	FZV 6E12	FIN8G64	06/04/2026	18:23:00		259.804	260.044	240		11:30:00	18:23:00	06:53:00		140	 R$6,60 	 R$924,00 		03:53:00	 R$160,00 	 R$621,33 		 R$660,00 	 R$ 24,30 	 R$ 2.229,63 	 R$ 2.229,63 		4360	GUARUJÁ X EXTREMA	CEVA	CTS	CARACTERIZADA	 R$ 1.200,38 	6:00:00	250	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		06/04/2026	11:30:00	1088	SP	GUARUJÁ X EXTREMA	FZV 6E12	FIN8G64	06/04/2026	18:23:00		259.804	260.044	240		11:30:00	18:23:00	06:53:00		0	 R$4,80 	 R$-   		00:53:00	 R$106,70 	 R$94,25 		 R$1.200,38 	 R$ 24,30 	 R$1.318,93 
4361	GUARUJÁ X EXTREMA	CEVA	CTS	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		06/04/2026	11:30:00		GUARUJÁ X EXTREMA	FOB 4F81	CUC6A10	06/04/2026	20:01:00		259.759	259.997	238		11:30:00	20:01:00	08:31:00		138	 R$6,60 	 R$910,80 		05:31:00	 R$160,00 	 R$882,67 		 R$660,00 	 R$ 24,30 	 R$ 2.477,77 	 R$ 2.477,77 		4361	GUARUJÁ X EXTREMA	CEVA	CTS	CARACTERIZADA	 R$ 1.200,38 	6:00:00	250	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		06/04/2026	11:30:00	1089	SP	GUARUJÁ X EXTREMA	FOB 4F81	CUC6A10	06/04/2026	20:01:00		259.759	259.997	238		11:30:00	20:01:00	08:31:00		0	 R$4,80 	 R$-   		02:31:00	 R$106,70 	 R$268,53 		 R$1.200,38 	 R$ 24,30 	 R$1.493,21 
4362	LIBRAPORT CAMPINAS X GLP GUARULHOS	IBL	WARDON	CARACTERIZADA	 R$730,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CONCLUIDO		06/04/2026	13:25:00		LIBRAPORT CAMPINAS X GLP GUARULHOS	UGE6F20	GCM9E63	06/04/2026	17:52:00		52.992	53.129	137		13:25:00	17:52:00	04:27:00		37	 R$7,30 	 R$270,10 		01:27:00	 R$168,51 	 R$244,34 		 R$730,00 	 R$ 27,50 	 R$ 1.271,94 	 R$ 1.271,94 		4362	LIBRAPORT CAMPINAS X GLP GUARULHOS	IBL	WARDON	CARACTERIZADA	 R$ 446,00 	3:00:00	100	 R$100,00 	 R$4,46 	À PARTE	CONCLUIDO		06/04/2026	13:25:00		SP	LIBRAPORT CAMPINAS X GLP GUARULHOS	UGE6F20	GCM9E63	06/04/2026	17:52:00		52.992	53.129	137		13:25:00	17:52:00	04:27:00		37	 R$4,46 	 R$165,02 		01:27:00	 R$100,00 	 R$145,00 		 R$446,00 	 R$ 27,50 	 R$783,52 
4363	FORTALEZA X FORTALEZA (2 ARMADOS)	IBL	ATIVA	PRONTA RESPOSTA	 R$1.057,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		06/04/2026	12:54:00		FORTALEZA X FORTALEZA (2 ARMADOS)	SBN2I36	RZR2F02	06/04/2026	15:32:00		33.828	33.878	50		12:54:00	15:32:00	02:38:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.057,00 	 R$ -   	 R$ 1.057,00 	 R$ 1.057,00 		4363	FORTALEZA X FORTALEZA (2 ARMADOS)	IBL	ATIVA	PRONTA RESPOSTA	 R$ 860,00 	3:00:00	50	 R$140,00 	 R$1,50 	À PARTE	CONCLUIDO		06/04/2026	12:54:00		CE	FORTALEZA X FORTALEZA (2 ARMADOS)	SBN2I36	RZR2F02	06/04/2026	15:32:00		33.828	33.878	50		12:54:00	15:32:00	02:38:00		0	 R$1,50 	 R$-   		00:00:00	 R$140,00 	 R$-   		 R$860,00 	 R$ -   	 R$860,00 
4364	IPOJUCA /PE X AEROPORTO /PE	LOGGO	CENTURIÃO	CARACTERIZADA	 R$1.057,53 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		06/04/2026	18:42:00		IPOJUCA /PE X AEROPORTO /PE	OPP-0C44	PCU-8268	06/04/2026	21:16:00		76.719	76.757	38		18:42:00	21:16:00	02:34:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.057,53 	 R$ -   	 R$ 1.057,53 	 R$ 1.057,53 		4364	IPOJUCA /PE X AEROPORTO /PE	LOGGO	CENTURIÃO	CARACTERIZADA	 R$ 500,00 	03:00	100	 R$118,00 	 R$5,00 	À PARTE	CONCLUIDO		06/04/2026	18:42:00		MG	IPOJUCA /PE X AEROPORTO /PE	OPP-0C44	PCU-8268	06/04/2026	21:16:00		76.719	76.757	38		18:42:00	21:16:00	02:34:00		0	 R$5,00 	 R$-   		00:00:00	 R$118,00 	 R$-   		 R$500,00 	 R$ -   	 R$500,00 
4365	PIRAPORA DO BOM JESUS X CUBATÃO SP	CESARI	COMANDO G8	CARACTERIZADA	 R$1.049,76 	03:00:00	150	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		07/04/2026	08:00:00	PBJ107-2026 - TRAXYS	PIRAPORA DO BOM JESUS X CUBATÃO SP	TXW5H42	TIO4D31	07/04/2026	17:53:00		28.462	28.591	129		08:00:00	17:53:00	09:53:00		0	 R$7,00 	 R$-   		06:53:00	 R$163,30 	 R$1.124,05 		 R$1.049,76 	 R$ 51,90 	 R$ 2.225,71 	 R$ 2.225,71 		4365	PIRAPORA DO BOM JESUS X CUBATÃO SP	CESARI	COMANDO G8	CARACTERIZADA	 R$ 400,00 	4:00:00	110	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		07/04/2026	08:00:00		SP	PIRAPORA DO BOM JESUS X CUBATÃO SP	TXW5H42	TIO4D31	07/04/2026	17:53:00		28.462	28.591	129		08:00:00	17:53:00	09:53:00		19	 R$4,00 	 R$76,00 		05:53:00	 R$90,00 	 R$529,50 		 R$400,00 	 R$ 51,90 	 R$1.057,40 
4366	PIRAPORA DO BOM JESUS X PINDORAMA	CESARI	COMANDO G8	CARACTERIZADA	 R$2.519,42 	09:00:00	360	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		07/04/2026	06:00:00	PBJ109-2026 - Clarios - Nappi	PIRAPORA DO BOM JESUS X PINDORAMA	TXW5H46	DTB-7B09	07/04/2026	17:27:00		21.023	21.418	395		06:00:00	17:27:00	11:27:00		35	 R$7,00 	 R$245,00 		02:27:00	 R$163,30 	 R$400,09 		 R$2.519,42 	 R$ 75,50 	 R$ 3.240,01 	 R$ 3.240,01 		4366	PIRAPORA DO BOM JESUS X PINDORAMA	CESARI	COMANDO G8	CARACTERIZADA	 R$ 1.400,00 	13:00:00	350	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		07/04/2026	06:00:00		SP	PIRAPORA DO BOM JESUS X PINDORAMA	TXW5H46	DTB-7B09	07/04/2026	17:27:00		21.023	21.418	395		06:00:00	17:27:00	11:27:00		45	 R$4,00 	 R$180,00 		00:00:00	 R$90,00 	 R$-   		 R$1.400,00 	 R$ 75,50 	 R$1.655,50 
4367	PIRAPORA DO BOM JESUS X SANTOS SP	CESARI	TORRES	CARACTERIZADA	 R$1.049,76 	03:00:00	150	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		09/04/2026	08:00:00	 PBJ089-2026 - THYSSEN	PIRAPORA DO BOM JESUS X SANTOS SP	UGU6E48	QRW1C78	09/04/2026	16:45:00		1.722	1.860	138		08:00:00	16:45:00	08:45:00		0	 R$7,00 	 R$-   		05:45:00	 R$163,30 	 R$938,98 		 R$1.049,76 	 R$ 51,90 	 R$ 2.040,64 	 R$ 2.040,64 		4367	PIRAPORA DO BOM JESUS X SANTOS SP	CESARI	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		09/04/2026	08:00:00		SP	PIRAPORA DO BOM JESUS X SANTOS SP	UGU6E48	QRW1C78	09/04/2026	16:45:00		1.722	1.860	138		08:00:00	16:45:00	08:45:00		38	 R$4,80 	 R$182,40 		05:45:00	 R$106,70 	 R$613,53 		 R$480,15 	 R$ 51,90 	 R$1.327,98 
4368	PIRAPORA DO BOM JESUS X SANTOS SP	CESARI	TORRES	CARACTERIZADA	 R$1.049,76 	03:00:00	150	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		09/04/2026	08:00:00	 PBJ089-2026 - THYSSEN	PIRAPORA DO BOM JESUS X SANTOS SP	UEB7H08	TIO4D31	09/04/2026	17:17:00		3.780	3.920	140		08:00:00	17:17:00	09:17:00		0	 R$7,00 	 R$-   		06:17:00	 R$163,30 	 R$1.026,07 		 R$1.049,76 	 R$ 51,90 	 R$ 2.127,73 	 R$ 2.127,73 		4368	PIRAPORA DO BOM JESUS X SANTOS SP	CESARI	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		09/04/2026	08:00:00		SP	PIRAPORA DO BOM JESUS X SANTOS SP	UEB7H08	TIO4D31	09/04/2026	17:17:00		3.780	3.920	140		08:00:00	17:17:00	09:17:00		40	 R$4,80 	 R$192,00 		06:17:00	 R$106,70 	 R$670,43 		 R$480,15 	 R$ 51,90 	 R$1.394,48 
4369	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	DOMAIN	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	RECUSADA		07/04/2026	16:00:00		JUNDIAI/SP - x 200 km VILA SERRA /ES			07/04/2026	19:00:00		0	200	200		16:00:00	19:00:00	03:00:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ -   	 R$ -   		4369	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	DOMAIN	CARACTERIZADA	 R$ 860,00 	07:00	200	 R$95,00 	 R$4,50 	À PARTE	RECUSADA		07/04/2026	16:00:00		SP	JUNDIAI/SP - x 200 km VILA SERRA /ES	00:00:00	00:00	07/04/2026	19:00:00		0	200	200		17:00:00	19:00:00	03:00:00		0	 R$4,50 	 R$-   		00:00:00	 R$95,00 	 R$-   		 R$860,00 	 R$ 38,00 	 R$-   
4370	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		07/04/2026	15:30:00		JUNDIAI/SP - x 200 km VILA SERRA /ES	UEB7H08	DJF5559 -EMU1F92	07/04/2026	20:23:00		2.548	2.755	207		15:30:00	20:23:00	04:53:00		7	 R$6,60 	 R$46,20 		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.484,20 	 R$ 1.484,20 		4370	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	5:00:00	200	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		07/04/2026	15:30:00		SP	JUNDIAI/SP - x 200 km VILA SERRA /ES	UEB7H08	DJF5559 -EMU1F92	07/04/2026	20:23:00		2.548	2.755	207		17:00:00	20:23:00	04:53:00		7	 R$4,80 	 R$33,60 		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$1.031,90 
4371	JUNDIAI/SP - x 200 km VILA BRASILIA /DF	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		07/04/2026	16:00:00		JUNDIAI/SP - x 200 km VILA BRASILIA /DF	 UER7D08	QRF6H64 / RBF9G75	07/04/2026	20:16:00		4.656	4.857	201		16:00:00	20:16:00	04:16:00		1	 R$6,60 	 R$6,60 		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.444,60 	 R$ 1.444,60 		4371	JUNDIAI/SP - x 200 km VILA BRASILIA /DF	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	5:00:00	200	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		07/04/2026	16:00:00		SP	JUNDIAI/SP - x 200 km VILA BRASILIA /DF	 UER7D08	QRF6H64 / RBF9G75	07/04/2026	20:16:00		4.656	4.857	201		17:00:00	20:16:00	04:16:00		1	 R$4,80 	 R$4,80 		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$1.003,10 
